003,01,01,xyz-abc,07,44,08,01,24,
006,01,01,xyz-abc,07,44,08,01,24,
004,01,01,xyz-abc,07,45,08,01,24,
004,01,01,xyz-abc,07,46,08,01,24,
006,01,01,xyz-abc,07,47,08,01,24,
008,01,01,xyz-abc,07,47,08,01,24,
004,01,01,xyz-abc,07,48,08,01,24,
001,01,01,xyz-abc,07,48,08,01,24,
006,01,01,xyz-abc,07,48,08,01,24,
004,01,01,xyz-abc,07,49,08,01,24,
004,01,01,xyz-abc,07,49,08,01,24,
008,01,01,xyz-abc,07,49,08,01,24,
004,01,01,xyz-abc,07,49,08,01,24,
004,01,01,xyz-abc,07,49,08,01,24,
001,01,01,xyz-abc,07,49,08,01,24,
004,01,01,xyz-abc,07,49,08,01,24,
006,01,01,xyz-abc,07,50,08,01,24,
006,01,01,xyz-abc,07,51,08,01,24,
007,01,01,xyz-abc,07,51,08,01,24,
006,01,01,xyz-abc,07,51,08,01,24,
004,01,01,xyz-abc,07,51,08,01,24,
006,01,01,xyz-abc,07,51,08,01,24,
003,01,01,xyz-abc,07,51,08,01,24,
002,01,01,xyz-abc,07,52,08,01,24,
004,01,01,xyz-abc,07,52,08,01,24,
007,01,01,xyz-abc,07,52,08,01,24,
008,01,01,xyz-abc,07,53,08,01,24,
003,01,01,xyz-abc,07,53,08,01,24,
003,01,01,xyz-abc,07,54,08,01,24,
006,01,01,xyz-abc,07,54,08,01,24,
007,01,01,xyz-abc,07,54,08,01,24,
006,01,01,xyz-abc,07,54,08,01,24,
006,01,01,xyz-abc,07,54,08,01,24,
006,01,01,xyz-abc,07,54,08,01,24,
006,01,01,xyz-abc,07,55,08,01,24,
006,01,01,xyz-abc,07,55,08,01,24,
001,01,01,xyz-abc,07,56,08,01,24,
006,01,01,xyz-abc,07,56,08,01,24,
006,01,01,xyz-abc,07,57,08,01,24,
001,01,01,xyz-abc,07,57,08,01,24,
006,01,01,xyz-abc,07,57,08,01,24,
006,01,01,xyz-abc,07,57,08,01,24,
007,01,01,xyz-abc,07,57,08,01,24,
003,01,01,xyz-abc,07,57,08,01,24,
007,01,01,xyz-abc,07,58,08,01,24,
006,01,01,xyz-abc,07,58,08,01,24,
006,01,01,xyz-abc,07,58,08,01,24,
002,01,01,xyz-abc,07,58,08,01,24,
006,01,01,xyz-abc,07,58,08,01,24,
007,01,01,xyz-abc,07,58,08,01,24,
006,01,01,xyz-abc,07,59,08,01,24,
003,01,01,xyz-abc,07,59,08,01,24,
004,01,01,xyz-abc,07,59,08,01,24,
004,01,01,xyz-abc,07,59,08,01,24,
006,01,01,xyz-abc,08,00,08,01,24,
001,01,01,xyz-abc,08,00,08,01,24,
007,01,01,xyz-abc,08,00,08,01,24,
003,01,01,xyz-abc,08,00,08,01,24,
006,01,01,xyz-abc,08,01,08,01,24,
002,01,01,xyz-abc,08,01,08,01,24,
001,01,01,xyz-abc,08,01,08,01,24,
006,01,01,xyz-abc,08,01,08,01,24,
003,01,01,xyz-abc,08,01,08,01,24,
007,01,01,xyz-abc,08,01,08,01,24,
001,01,01,xyz-abc,08,02,08,01,24,
004,01,01,xyz-abc,08,02,08,01,24,
006,01,01,xyz-abc,08,02,08,01,24,
006,01,01,xyz-abc,08,02,08,01,24,
008,01,01,xyz-abc,08,02,08,01,24,
003,01,01,xyz-abc,08,03,08,01,24,
006,01,01,xyz-abc,08,04,08,01,24,
006,01,01,xyz-abc,08,04,08,01,24,
006,01,01,xyz-abc,08,04,08,01,24,
002,01,01,xyz-abc,08,05,08,01,24,
006,01,01,xyz-abc,08,05,08,01,24,
007,01,01,xyz-abc,08,05,08,01,24,
008,01,01,xyz-abc,08,05,08,01,24,
007,01,01,xyz-abc,08,05,08,01,24,
008,01,01,xyz-abc,08,05,08,01,24,
006,01,01,xyz-abc,08,06,08,01,24,
008,01,01,xyz-abc,08,07,08,01,24,
001,01,01,xyz-abc,08,07,08,01,24,
006,01,01,xyz-abc,08,07,08,01,24,
001,01,01,xyz-abc,08,07,08,01,24,
001,01,01,xyz-abc,08,09,08,01,24,
003,01,01,xyz-abc,08,09,08,01,24,
001,01,01,xyz-abc,08,09,08,01,24,
001,01,01,xyz-abc,08,10,08,01,24,
006,01,01,xyz-abc,08,11,08,01,24,
003,01,01,xyz-abc,08,14,08,01,24,
006,01,01,xyz-abc,08,17,08,01,24,
008,01,01,xyz-abc,08,19,08,01,24,
006,01,01,xyz-abc,08,20,08,01,24,
001,01,01,xyz-abc,08,21,08,01,24,
007,01,01,xyz-abc,08,23,08,01,24,
008,01,01,xyz-abc,08,25,08,01,24,
007,01,01,xyz-abc,08,27,08,01,24,
003,01,01,xyz-abc,08,27,08,01,24,
001,01,01,xyz-abc,08,31,08,01,24,
008,01,01,xyz-abc,08,31,08,01,24,
008,01,01,xyz-abc,08,32,08,01,24,
006,01,01,xyz-abc,08,34,08,01,24,
006,01,01,xyz-abc,08,34,08,01,24,
001,01,01,xyz-abc,08,37,08,01,24,
003,01,01,xyz-abc,08,41,08,01,24,
003,01,01,xyz-abc,08,57,08,01,24,
003,01,01,xyz-abc,08,58,08,01,24,
003,01,01,xyz-abc,09,12,08,01,24,
006,01,01,xyz-abc,10,57,08,01,24,
007,01,01,xyz-abc,11,44,08,01,24,
005,01,03,xyz-abc,12,06,08,01,24,
004,01,01,xyz-abc,12,19,08,01,24,
004,01,03,xyz-abc,13,00,08,01,24,
003,01,03,xyz-abc,13,00,08,01,24,
002,01,03,xyz-abc,13,01,08,01,24,
002,01,03,xyz-abc,13,01,08,01,24,
001,01,03,xyz-abc,13,30,08,01,24,
002,01,03,xyz-abc,14,01,08,01,24,
006,01,01,xyz-abc,14,02,08,01,24,
003,01,03,xyz-abc,14,08,08,01,24,
007,01,03,xyz-abc,15,03,08,01,24,
003,01,03,xyz-abc,15,08,08,01,24,
001,01,03,xyz-abc,16,00,08,01,24,
006,01,03,xyz-abc,16,01,08,01,24,
006,01,03,xyz-abc,16,04,08,01,24,
003,01,03,xyz-abc,16,09,08,01,24,
003,01,03,xyz-abc,16,09,08,01,24,
004,01,03,xyz-abc,16,28,08,01,24,
003,01,03,xyz-abc,16,29,08,01,24,
003,01,03,xyz-abc,16,30,08,01,24,
004,01,03,xyz-abc,16,30,08,01,24,
003,01,03,xyz-abc,16,30,08,01,24,
003,01,03,xyz-abc,16,30,08,01,24,
004,01,03,xyz-abc,16,30,08,01,24,
007,01,03,xyz-abc,16,30,08,01,24,
004,01,03,xyz-abc,16,30,08,01,24,
004,01,03,xyz-abc,16,31,08,01,24,
004,01,03,xyz-abc,16,31,08,01,24,
004,01,03,xyz-abc,16,31,08,01,24,
006,01,03,xyz-abc,16,31,08,01,24,
008,01,03,xyz-abc,16,31,08,01,24,
003,01,03,xyz-abc,16,32,08,01,24,
007,01,03,xyz-abc,16,33,08,01,24,
004,01,03,xyz-abc,16,37,08,01,24,
008,01,03,xyz-abc,16,38,08,01,24,
006,01,03,xyz-abc,16,46,08,01,24,
006,01,03,xyz-abc,16,49,08,01,24,
008,01,03,xyz-abc,16,51,08,01,24,
004,01,03,xyz-abc,17,00,08,01,24,
001,01,03,xyz-abc,17,00,08,01,24,
004,01,03,xyz-abc,17,00,08,01,24,
007,01,03,xyz-abc,17,00,08,01,24,
001,01,03,xyz-abc,17,00,08,01,24,
004,01,03,xyz-abc,17,00,08,01,24,
004,01,03,xyz-abc,17,00,08,01,24,
008,01,03,xyz-abc,17,00,08,01,24,
001,01,03,xyz-abc,17,00,08,01,24,
007,01,03,xyz-abc,17,00,08,01,24,
001,01,03,xyz-abc,17,00,08,01,24,
002,01,03,xyz-abc,17,00,08,01,24,
004,01,03,xyz-abc,17,00,08,01,24,
005,01,03,xyz-abc,17,00,08,01,24,
007,01,03,xyz-abc,17,00,08,01,24,
001,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
002,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
003,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
006,01,03,xyz-abc,17,01,08,01,24,
001,01,03,xyz-abc,17,01,08,01,24,
003,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
006,01,03,xyz-abc,17,01,08,01,24,
002,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,01,08,01,24,
004,01,03,xyz-abc,17,02,08,01,24,
004,01,03,xyz-abc,17,02,08,01,24,
008,01,03,xyz-abc,17,02,08,01,24,
007,01,03,xyz-abc,17,02,08,01,24,
004,01,03,xyz-abc,17,02,08,01,24,
003,01,03,xyz-abc,17,02,08,01,24,
002,01,03,xyz-abc,17,02,08,01,24,
003,01,03,xyz-abc,17,02,08,01,24,
006,01,03,xyz-abc,17,02,08,01,24,
004,01,03,xyz-abc,17,02,08,01,24,
001,01,03,xyz-abc,17,02,08,01,24,
006,01,03,xyz-abc,17,02,08,01,24,
007,01,03,xyz-abc,17,02,08,01,24,
006,01,03,xyz-abc,17,02,08,01,24,
003,01,03,xyz-abc,17,03,08,01,24,
004,01,03,xyz-abc,17,03,08,01,24,
001,01,03,xyz-abc,17,03,08,01,24,
004,01,03,xyz-abc,17,03,08,01,24,
007,01,03,xyz-abc,17,03,08,01,24,
004,01,03,xyz-abc,17,03,08,01,24,
003,01,03,xyz-abc,17,03,08,01,24,
008,01,03,xyz-abc,17,03,08,01,24,
004,01,03,xyz-abc,17,03,08,01,24,
001,01,03,xyz-abc,17,04,08,01,24,
003,01,03,xyz-abc,17,04,08,01,24,
006,01,03,xyz-abc,17,04,08,01,24,
003,01,03,xyz-abc,17,04,08,01,24,
006,01,03,xyz-abc,17,04,08,01,24,
001,01,03,xyz-abc,17,04,08,01,24,
003,01,03,xyz-abc,17,04,08,01,24,
006,01,03,xyz-abc,17,04,08,01,24,
003,01,03,xyz-abc,17,04,08,01,24,
006,01,03,xyz-abc,17,04,08,01,24,
006,01,03,xyz-abc,17,05,08,01,24,
003,01,03,xyz-abc,17,05,08,01,24,
006,01,03,xyz-abc,17,05,08,01,24,
006,01,03,xyz-abc,17,05,08,01,24,
006,01,03,xyz-abc,17,05,08,01,24,
006,01,03,xyz-abc,17,06,08,01,24,
006,01,03,xyz-abc,17,06,08,01,24,
007,01,03,xyz-abc,17,06,08,01,24,
006,01,03,xyz-abc,17,06,08,01,24,
006,01,03,xyz-abc,17,06,08,01,24,
007,01,03,xyz-abc,17,06,08,01,24,
006,01,03,xyz-abc,17,06,08,01,24,
007,01,03,xyz-abc,17,06,08,01,24,
008,01,03,xyz-abc,17,06,08,01,24,
003,01,03,xyz-abc,17,06,08,01,24,
006,01,03,xyz-abc,17,07,08,01,24,
006,01,03,xyz-abc,17,07,08,01,24,
006,01,03,xyz-abc,17,09,08,01,24,
006,01,03,xyz-abc,17,11,08,01,24,
006,01,03,xyz-abc,17,12,08,01,24,
007,01,03,xyz-abc,17,12,08,01,24,
006,01,03,xyz-abc,17,12,08,01,24,
005,01,03,xyz-abc,17,13,08,01,24,
001,01,03,xyz-abc,17,13,08,01,24,
006,01,03,xyz-abc,17,14,08,01,24,
001,01,03,xyz-abc,17,14,08,01,24,
001,01,03,xyz-abc,17,15,08,01,24,
006,01,03,xyz-abc,17,17,08,01,24,
006,01,03,xyz-abc,17,17,08,01,24,
007,01,03,xyz-abc,17,18,08,01,24,
006,01,03,xyz-abc,17,18,08,01,24,
007,01,03,xyz-abc,17,19,08,01,24,
006,01,03,xyz-abc,17,20,08,01,24,
006,01,03,xyz-abc,17,21,08,01,24,
001,01,03,xyz-abc,17,25,08,01,24,
006,01,03,xyz-abc,17,30,08,01,24,
006,01,03,xyz-abc,17,30,08,01,24,
007,01,03,xyz-abc,17,30,08,01,24,
008,01,03,xyz-abc,17,30,08,01,24,
001,01,03,xyz-abc,17,30,08,01,24,
008,01,03,xyz-abc,17,30,08,01,24,
008,01,03,xyz-abc,17,30,08,01,24,
001,01,03,xyz-abc,17,30,08,01,24,
005,01,03,xyz-abc,17,32,08,01,24,
006,01,03,xyz-abc,17,32,08,01,24,
008,01,03,xyz-abc,17,32,08,01,24,
008,01,03,xyz-abc,17,34,08,01,24,
006,01,03,xyz-abc,17,34,08,01,24,
008,01,03,xyz-abc,17,34,08,01,24,
008,01,03,xyz-abc,17,34,08,01,24,
002,01,03,xyz-abc,17,39,08,01,24,
008,01,03,xyz-abc,17,50,08,01,24,
006,01,03,xyz-abc,18,01,08,01,24,
006,01,03,xyz-abc,18,02,08,01,24,
006,01,03,xyz-abc,18,02,08,01,24,
006,01,03,xyz-abc,18,02,08,01,24,
006,01,03,xyz-abc,18,07,08,01,24,
006,01,03,xyz-abc,18,13,08,01,24,
006,01,03,xyz-abc,18,21,08,01,24,
006,01,03,xyz-abc,18,37,08,01,24,
006,01,03,xyz-abc,18,37,08,01,24,
006,01,03,xyz-abc,18,38,08,01,24,
006,01,03,xyz-abc,18,40,08,01,24,
006,01,03,xyz-abc,18,40,08,01,24,
006,01,03,xyz-abc,18,41,08,01,24,
006,01,03,xyz-abc,18,53,08,01,24,
006,01,03,xyz-abc,20,15,08,01,24,
